,season,episode,character,line
752,6,3,Man with Foot on Head,The talk-show circuit. Don't tell us this is your first one.
753,6,3,Butters Stotch,"Uh well, yeah. You've all done it more than once?"
754,6,3,Man With No Face,"Oprah two times, Jenny Jones once, Sally Jessie five times."
755,6,3,Disfigured Country Singer,[looks at the man with no face] You've only done Jenny once?
756,6,3,Man with Foot on Head,"Oh, ah I hate doing the Jenny Jones show. They don't even have their own hair people."
757,6,3,Man With No Limbs,I'm doing Jenny tomorrow.
758,6,3,Disfigured Country Singer,"Yeah, you picked a good show to do first, kid, but you need to learn the ropes. There are a lot of people like you all over the country, and we all do talk shows for a living."
759,6,3,Man with Foot on Head,We all know each other and we kinda stick together to make sure our industry is protected
760,6,3,Man With No Face,Yeah. Like when someone LIES about being a freak.
761,6,3,Butters Stotch,"[trembling] Oh they, they do, huh?"
762,6,3,Disfigured Country Singer,"Yeah, they'll make up a fake condition to go on these shows and then take our money away!"
763,6,3,Man With No Limbs,We don't take kindly to that.
764,6,3,Butters Stotch,Well I can certainly see why.
765,6,3,Man With No Limbs,It's okay. Folks don't do it anymore. Not after what they saw what we did to Lobster Boy.
766,6,3,Butters Stotch,Lobster Boy?
767,6,3,Man with Foot on Head,"Yeah, loh-, Lobster Boy used to make appearances on all the talk shows. He was one of the most popular disfigured peoiple on TV."
768,6,3,Disfigured Country Singer,But then we all found out that Lobster Boy wasn't a real freak at all. He was just an actual lobster.
769,6,3,Man With No Limbs,[grousing] Lying sack of crap.
770,6,3,Man with Foot on Head,So you know what we did to him?
771,6,3,Butters Stotch,What?
772,6,3,Man with Foot on Head,"One night all us freaks got together, and we... boiled him alive. [Butters stares, then an image of a lobster in a boiling pot appears, then vanishes]"
773,6,3,Disfigured Country Singer,Now Lobster Boy is no more.
774,6,3,Butters Stotch,"Oh. Yeah. I I hate when people fake conditions, too. Those stupid fakers."
775,6,3,Man with Foot on Head,We're glad you agree.
776,6,3,Stagehand,"Okay, Boy with balls on his chin, you're up next."
777,6,3,Butters Stotch,"[hops off the couch and heads for the door.] Oh, Jesus, see me through this."
778,6,3,Show Announcer,"Next on the Maury Povich show: we bring back some of our favorite disfigured people [four scenes: first, the man with the foot on his head is talking to the girl with rapid aging disease and disfigured country singer, then the disfigured country singer is shown eating a subway sub, then the man with no face shows his disfigurement, and finally Butters' shadow is shown in profile] and introduce you to some new ones"
779,6,3,Stan Marsh,Here he comes.
780,6,3,Kyle Broflovski,This is gonna be awesome!
781,6,3,Maury Povich,Our next guest suffers from a rare birth defect which caused his testicles and scrotum to grow from his chin.
782,6,3,Eric Cartman,Testicles and scrotum! [laughs gleefully]
783,6,3,Maury Povich,"Please welcome eight-and-a-half-year old Napoleon Bonaparte from South Park Colorado. [Butters looks out timidly at the audience from behind the curtain, then heads for the guest chair.] Thanks so much for coming on our show."
784,6,3,Butters Stotch,"Huh, that's okay, I, I s'pose."
785,6,3,Maury Povich,"So, is it tough being ...different?"
786,6,3,Butters Stotch,"Uhhh, yeah."
787,6,3,Maury Povich,And do all the kids at school make fun of you?
788,6,3,Butters Stotch,"[forgetting why he's supposedly made of] They sure do. They always say to me, ""Butters, you're not Kenny."" But I never said I was Kenny. They say Kenny would do this and Kenny would do that-"
789,6,3,Eric Cartman,"Uh oh, we're losin' him."
790,6,3,Butters Stotch,"I'm tired of it. You hear me, fellas?! Kenny's dead and you'll just have tuh deal with it."
791,6,3,Maury Povich,"Uh, yeah, but I mean, do the kids make fun of you because of your condition?"
792,6,3,Butters Stotch,Uh what condition?
793,6,3,Maury Povich,[terse] You have balls that hang off your chin.
794,6,3,Butters Stotch,"I do?? Uh. Oh. I, I mean, yeah-ah I do. Uh. Yeah, the kids at school make fun of me for that."
795,6,3,Stan Marsh,Phew.
796,6,3,Kyle Broflovski,Phew.
797,6,3,Eric Cartman,"Oh, that was close."
798,6,3,Maury Povich,What names do they call you at school?
799,6,3,Butters Stotch,"Aaahhh well, aaahmm, ...I guess they call me uh, Chinball Boy, and uh, Ballchin Boy, nnnd when I, when I'm walkin' they'll say, ""Hey, there goes Chinballs!"" [Stan and Kyle grin, Cartman laughs hard]"
800,6,3,Maury Povich,"And do they call you ""freak"" and ""weirdo""?"
801,6,3,Butters Stotch,"Well yeah, I s'psoe"
802,6,3,Maury Povich,[sits on the floor and draws closer] Do they point at you and laugh? Do they make you wish you'd never been born? Make you wish to put an end to the whole... miserable wretched earth?
803,6,3,Butters Stotch,"Uh, sure."
804,6,3,Maury Povich,"Well Napoleon, we have a surprise for you."
805,6,3,Stan Marsh,"Wait, here it is, here it is!"
806,6,3,Kyle Broflovski,"Wait, here it is, here it is!"
807,6,3,Eric Cartman,The present.
808,6,3,Maury Povich,"Because you're such a brave little chinballed man, we're gonna send you directly from this studio to the world's largest putt-putt golf course in the world!"
809,6,3,Butters Stotch,Oh really?
810,6,3,Kyle Broflovski,Wow!
811,6,3,Eric Cartman,"Did he say ""the... largest putt-putt golf course in the world""?"
812,6,3,Maury Povich,"Go on, you're going right now!! [Butters hops off and walks away happily]"
813,6,3,Stan Marsh,"But, that's not fair! That means Butters gets to go and we don't!"
814,6,3,Kyle Broflovski,Yeah! We thought of the whole thing!
815,6,3,Eric Cartman,Euh! Once again Butters is tryin' to screw us over! That asshole!
816,6,3,Eric Cartman,"Hello, is this the Maury Povich show? [beat] Yes, I'm calling because I saw your television program, and I also have balls hanging from my chin. [strokes his ""balls""] I'd like to come in and talk about my disorder and perhaps get a free trip to the largest putt-putt golf course in the world?"
817,6,3,Show Telephone Operator,"[just painted the fingermails on her right hand and is having them dry] I'm sorry, but we're done doing freak shows for now. We're looking for people for a new topic."
818,6,3,Eric Cartman,What's the new topic?
819,6,3,Show Telephone Operator,Please help my out-of-control child.
820,6,3,Eric Cartman,"Oh. Hey, I'm out of control!"
821,6,3,Show Telephone Operator,Really? [pulls out a notepad and starts taking notes] Is your mother in tears every day over how disobedient you are?
822,6,3,Eric Cartman,"Uh, sure!"
823,6,3,Show Telephone Operator,Does she worry about you doing drugs and having sex at such a young age?
824,6,3,Eric Cartman,"Ehyeah, sure. Ah I do crack and pot pourri, and queazies"
825,6,3,Show Telephone Operator,"Well that's great! If you can get your mom to come in with you, we'd love to fly you out."
826,6,3,Eric Cartman,"[stunned] ...my, my mom?"
827,6,3,Eric Cartman,Mmoooomm?
828,6,3,Liane Cartman,"Yes, sweetie?"
829,6,3,Eric Cartman,Could yo do me a favor?
830,6,3,Liane Cartman,"What's that, my little man?"
831,6,3,Eric Cartman,Could you um... go on the Maury Povich show with me and say that I'm out of control and do drugs and have sex so that I can go to the largest putt-putt gold course in the wwoooorrlldd?
832,6,3,Liane Cartman,"Hmmm. but you're not out of control, muffin. You're my perfect little gum drop."
833,6,3,Eric Cartman,"I'm just asking you to lie for me. You love me, don't you?"
834,6,3,Liane Cartman,Orf course I do.
835,6,3,Eric Cartman,"Oh, I have such a pretty mother. Such a wonderful mother."
836,6,3,Liane Cartman,"Sweetie, don't."
837,6,3,Eric Cartman,"Then it's settled. Oh, I have such a great mother. [turns around and walks out] Such a beautiful mother."
838,6,3,Stephen and Linda Stotch,"Just what did you think you were doing, Butters? Not only did you lie to us and say you were on a camping trip with Kyle's family, you made a fool of yourself AND us on national television!"
839,6,3,Butters Stotch,"[still wearing his balls, looking hurt] Oh I'm sorry, mom."
840,6,3,Chris,"Well, sorry isn't gonna make it this time, mister! You know, your grandmother saw the show and had a mild stroke!"
841,6,3,Butters Stotch,"Aw jeez, ah I didn't mean to almost kill Grandma. I promise I'll never go on TV with balls on my chin again."
842,6,3,Chris,"Ugh! You'd better believe you won't, buster!"
843,6,3,Stephen and Linda Stotch,"Your father and I have to leave now to visit Grandma in the hospital, but you can just take those balls off your chin and march right up to your room!"
844,6,3,Butters Stotch,"[with voice trembling, turns around] Yes ma'am. [removes his balls]"
845,6,3,Butters Stotch,"Serves me right! Puttin' balls on my chin and lyin' about it. Why I, I should be grounded for a month! Why do I do these things? Why can't I behave myself? [his phone rings. Butters goes for the receiver]"
846,6,3,Stan Marsh,"[on the other end] Hey Butters, those other freak people from the show were just over here looking for you?"
847,6,3,Butters Stotch,Oh Jesus! They were??
848,6,3,Stan Marsh,"Yeah, they wanted to find you bad."
849,6,3,Butters Stotch,"Well Oh, God! W-whatdya tell him?"
850,6,3,Stan Marsh,I- told them where to find you.
851,6,3,Butters Stotch,What?? W-why the heck would you do that. Wuh they wanna kill me for not bein' a real freak!
852,6,3,Stan Marsh,"Oh. Well, serves you right for screwing us over. [hangs up. Butters looks helpless, then walks to the window to see if the freaks are coming. They are indeed]"
853,6,3,Butters Stotch,"Oh Jesus no. [hops off his dresser and walks away from the window] They've come to boil me alive! Uh just like Lobster Boy! Ah, I've gotta get outta here! [reaches his bedroom door, but turns around] Wait! I can't go anywhere. I'm grounded. Oh Christ, what a pickle! [the doorbell rings.]"
854,6,3,Man with Foot on Head,Napoleon? [the disfigured country singer goes for the knob and opens the door.]
855,6,3,Disfigured Country Singer,"Napoleon Bonaparte? [leads the other freaks in. Butters quickly prepares his false scrotum...] I think he's up here. [opens the door, and Butters grins back at them with one hand on the dresser and a suave pose. His balls are back in place]"
856,6,3,Butters Stotch,"Oh, hello, folks. Uh what's the problem?"
857,6,3,Disfigured Country Singer,"There you are, Boy With Balls On His Chin."
858,6,3,Man with Foot on Head,We've got big news! The union is striking.
859,6,3,Butters Stotch,"[relaxes] The union? Oh, that's why you came?"
860,6,3,Disfigured Country Singer,"We're tired of our crappy prizes! So the union president, Man with Terrible Skin Condition, has told us to round everyone up."
861,6,3,Butters Stotch,"Uh uh I can't freak strike, fellas. Ah-, I'm grounded."
862,6,3,Man with Foot on Head,Grounded for what?
863,6,3,Butters Stotch,"For havin' balls on my- AH! Ah, I mean, nothin'. [strikes the pose again] Ah I'm not grounded."
864,6,3,Man With No Face,"Good, then you can march with us. Freaks of the world,"
865,6,3,The Freaks,Unite! [Butters looks at them]
866,6,3,Show Announcer,"Today on Maury Povich: These moms [three are shown. Only Liane grins] don't know what to do with their out-of-control kids! [a fat blonde girl is shown, then Cartman's school picture] Young boys and girls so whorish on our show that it borders on child pornography!"
867,6,3,Maury Povich,[on his stool] We're here talking with moms who think their children are out of control. [the woman next to him blows her nose] Vanessa here says that her thirteen-year-old daughter Vanity is already doing drugs and having sex with older men [Vanessa begins to bawl]
868,6,3,Studio Audience,Ooohhhhhhhh
869,6,3,Maury Povich,"Vanessa, what does Vanity say to you when you tell her toooo... do her homework."
870,6,3,Vanessa and Vanity,"[sobbing] She says she hates me. She, she calls me ""retard""? And, she says my cooch is all dried up and nobody wants it. [sobs some more]"
871,6,3,Studio Audience,Aawwwwww. [music starts up]
872,6,3,Maury Povich,"Well, let's bring her out. Here's Vanity! [she steps out and the awws turn into boos]"
873,6,3,Vanessa and Vanity,"Wha'evah, wha'evah! You fuckin' cocksuckers don't know shit! Fuck you! [moosn the audience, and an OOPS! bubble appears over the area. Vanity then walks up to her mom and slaps her hard across the face. Vanessa winces in pain]"
874,6,3,Maury Povich,"Wow, Vanity, you are really an out of control teen."
875,6,3,Some audience members,"Yeah! [the rest cheer, then a chant rises from the din] Maury! Maury!"
876,6,3,Vanessa and Vanity,"Wha'evah! Maury, my mom don't know shit! You could aks her! I aks her all my homies that they be down wit it. You know, it's all good shit. [the audience boos and she holds up her middle fingers, which are blurred] Fuck you, cocksuckuhs!"
877,6,3,Eric Cartman,"Jeez, that girl is pissed off."
878,6,3,Stagehand,"[enters] Okay, Cartman family, you're on in two minutes. [leaves]"
879,6,3,Vanessa and Vanity,[weeping] Why can't you just listen to me and love me [Vanity slaps her] Ow!
880,6,3,Vanessa and Vanity,"Shu' up! Shut the fuck [slap] up, you God-aweful skank! [slap. Vanessa weeps again]"
881,6,3,Liane Cartman,"I'm glad you're not that bad, poopsie-kins"
882,6,3,Eric Cartman,"[under his breath] But if I'm not the most out-of-control teen, I might not win the prize. [leaves the room and finds the stagehand] Excuse me, I wanna make a quick change. Where's wardrobe?"
883,6,3,Stagehand,Second door on the right.
884,6,3,The Freaks,Strike! Strike! Strike! Strike! Strike! Strike! Strike!
885,6,3,Man with Terrible Skin Condition,"Brothers and sisters, the time has come for us to be treated with the respect we deserve! We are a strong and diverse group of people, with members like [shown] Woman with Crablike Body, [shown] Incredibly Obese Black Person, [shown] Man with Brains Outside of Head, and [shown] Liza Minnelli. The talk shows have us on and give us little gifts and perks while they make tens of thousands of dollars."
886,6,3,The Freaks,Yeah!
887,6,3,Man with Terrible Skin Condition,"We told the talk shows our demands, and they laughed! They say they can get plenty of other stupid guests to go on their shows! So we must picket those other guests!"
888,6,3,The Freaks,Yeah!
889,6,3,Butters Stotch,"Well, gush, ah, I need to go. I can't picket, guys."
890,6,3,Hammerhead Man,You're not gonna picket?
891,6,3,Man with Terrible Skin Condition,Who's not gonna picket? [the crown parts and all hands point to Butters]
892,6,3,Disfigured Country Singer,Boy with Balls on Chin doesn't wanna picket. [lowers his left arm]
893,6,3,Butters Stotch,Well it's just that my parents are... I can't picket!
894,6,3,Man with No Limbs,"[emerges from the crowd] Why? You're not a SCAB, are you?"
895,6,3,Butters Stotch,NO I I'm not a scab.
896,6,3,Man with Terrible Skin Condition,"Now, we will split up into groups and form picket lines. The first group will be led by: Incredibly Obese Black Man."
897,6,3,Incredibly Obese Black Man,"Escuse me, I'm not Incredibly Obese Black Man, I'm Incredibly Black Obese Man."
898,6,3,Man with Terrible Skin Condition,"[looks at Incredibly Black Obese Man, then says flatly] ...Oh, right. My bad."
899,6,3,Show Announcer,"And now, back to more kids who are out of control, on the Maury Povich show!"
900,6,3,Maury Povich,Our next mother is Liane Cartman. Her son claims to be the most out-of-control kid in the world and says there's nothing his stupid mom can do about it.
901,6,3,Studio Audience,Awww.
902,6,3,Vanessa and Vanity,Why won't you kids behave? [Vanity stands and smacks her acroos the face]
903,6,3,Vanessa and Vanity,"[shakes her mom around by the neck] Shut up, skank, he's not talkin' to you! [slaps her again and sits down]"
904,6,3,Maury Povich,"So, Ms. Cartman, you can't control your child?"
905,6,3,Liane Cartman,"Oh, my little poopsie-kins gets into no-nos once in a while, but he's still my perfect little plumsy-kiddle"
906,6,3,Maury Povich,"Well, your son made a video backstage. Let's take a look. [a video starts up with Cartman dolled up as a slut moving around to hip-hop music]"
907,6,3,Eric Cartman,"Maury, I am out of control. Yeah, I use drugs. I can do what I waunt, bitch! Yeah I have sex, and I don't use protection! It's my hot body; I'll do what I waunt! [brings out a lollipop] I don't go to school and I kill people! What-evah! I'll do what I waunt!"
908,6,3,Studio Audience,"[gasps, then] BOOOO!!"
909,6,3,Liane Cartman,"Oh, he's such a cutie."
910,6,3,Maury Povich,"Well, let's bring him out. Here's Eric Cartman! [steps out from behind the curtain and immediately gives the finger to the audience]"
911,6,3,Eric Cartman,"Wha'evah! Wha'evah! [walks up to a seat next to his mom's and sits there] Maury, my mom can't control me, I'm tough! Go on, aks hurh!"
912,6,3,Maury Povich,"Ms. Cartman, what does your son like to do?"
913,6,3,Liane Cartman,"Ooo, he loves playing with his Clyde Frog and Wellington Bear."
914,6,3,Eric Cartman,"[under his breath] Mom, we're pretending, remember? Sex and drugs."
915,6,3,Liane Cartman,"Oh, I mean, sex and drugs."
916,6,3,Studio Audience,Oooohhh!
917,6,3,Eric Cartman,[hops off his chair and tries the audience] What-evah! What-evah! [snaps his left-hand fingers back and forth] I'll do what I waunt!
918,6,3,Vanessa and Vanity,"Oh, what-evah. You ain't tough, ho! I roam with gangs!"
919,6,3,Eric Cartman,Oh yeah?! I roam with twelve gangs! And we only commit hate crimes! What-evah! I'll do what I waunt! [sits back down]
920,6,3,Vanessa and Vanity,What Evah! You ain't bad! You ain't nothin'! I ditch class and go shoot heroin in the school bathroom!
921,6,3,Eric Cartman,"What-evah! I ran for Congress and won. Then I had sex with an intern, killed her, and hid her body! What-evah, I'll do what I waunt!"
922,6,3,Man with Terrible Skin Condition,What do we want?
923,6,3,The Freaks,Better prizes!
924,6,3,Man with Terrible Skin Condition,When do we want them?
925,6,3,The Freaks,Now!
926,6,3,Man with Terrible Skin Condition,What do we want?
927,6,3,The Freaks,Better prizes!
928,6,3,Butters Stotch,[muttering along] Better prizes.
929,6,3,Man with Terrible Skin Condition,When do we want them?
930,6,3,The Freaks,Now!
931,6,3,Butters Stotch,"Never. [approached the Man with Terrible Skin Condition] Sir, I really gotta go home. My parents are gonna be sore at me."
932,6,3,Man with Terrible Skin Condition,"Napoleon, you need to understand something: for a union to work all members must be prepared to make sacrifices and stick together."
933,6,3,Butters Stotch,But I gotta get back to my family.
934,6,3,Man with Terrible Skin Condition,"[drops his sign and drops on one knee next to Butters] We're you family too, Napoleon. We're like you. When we look at you we don't even see the testicles on your chin. We see the testicles in your heart. [back to the freaks] What do we want?"
935,6,3,The Freaks,Better prizes!
936,6,3,Man with Terrible Skin Condition,When do we want them?
937,6,3,The Freaks,Now!
938,6,3,Butters Stotch,"Aw. hamburgers, this just keeps on gettin' worse. [joins the others in the strike. Several police cruisers pull up and police pour out of them]"
939,6,3,Police Captain,"Okay folks, we're gonna have to move along."
940,6,3,Man with Foot on Head,Why? We're a union and we have a right to picket.
941,6,3,Police Captain,"I'm sorry, but the government does not recognize you as a union. You'll have to go."
942,6,3,Middle Dwarf,What are you saying? That because of our appearance our organization is less important?
943,6,3,Police Captain,"Now now now, I'm not telling you people that your union doesn't matter, I'm just telling you that you're not really... people."
944,6,3,Man with Foot on Head,"...Alright, that does it! It's time to bring out the big guns! Prepare the video sabotage!"
945,6,3,Butters Stotch,"Oh no, not the video sabotage, uh."
946,6,3,Show Announcer,Who is the most out of controlled child? We're back with Maury.
947,6,3,Maury Povich,"We're here, talking with moms who think their children are out of control."
948,6,3,Vanessa and Vanity,What evah!
949,6,3,Eric Cartman,I slaughtered five baby seals with my bare hands. What-evah! I'll do what I waunt!
950,6,3,Maury Povich,"[walks to the third woman on the panel] Now let's meet Joline. Joline says that her daughter is also out of control, that she's flirting with older men, and, she's only four months old."
951,6,3,Studio Audience,Aawwww.
952,6,3,Joline and Chantal,"Mmhmm, that's right Maurih."
953,6,3,Maury Povich,"Let's bring her out: here's Chantal! [Chantal crawls out amid audience boos. The camera focuses on her diaper. Chantal reaches Joline, who picks her up and sits her on the chair next to hers] So Joline, exactly how is your daughter out of control? You say she flirts with older men? [Chantal plays with her rattle]"
954,6,3,Joline and Chantal,"Maurih, it's like this: Whenever I have friends over to the house Chantal will come waltzin' in the livin' room completely naked!"
955,6,3,Studio Audience,Ooohhh!
956,6,3,Vanessa and Vanity,Whatevah. I helped in a drive-by shooting.
957,6,3,Eric Cartman,What-evah. I digitally put Jabba the Hutt back into the original Star Wars movie! I'll do what I waunt!
958,6,3,Maury Povich,"Wow, that is out of control!"
959,6,3,Joline and Chantal,"Why, just last night I had three gentlemen callers over to my house, and Chantal took her clothes off right in front o' everybody!"
960,6,3,Studio Audience,Boooo! [Chantal drops down and starts wiggling.]
961,6,3,Joline and Chantal,"You see? [Her diaper drops, then her top.] There she goes. There she goes. [Chantal shows her butt to the audience] OH! YOU GOD-DAMNED WHORE!"
962,6,3,Man with Foot on Head,[appearing] Attention Maury viewers
963,6,3,Maury Povich,What the hell is this? [another image replaces the one of Man with Foot on Head]
964,6,3,Elephant Man,"A lot of decent hard-working freaks in America are losing their talk-show jobs to freaks of a different nature. Sure, everyone in this great country of hours is a freak, but true, physically deformed freaks must be recognized, for it's these real freaks that make you all feel better about yourselves for not being one. So next time you're watching television, make sure it's a show with ""freak"" freaks, and not just with people that are freaks because they're stupid trailer trash from the South. That's what we mean when we say, ""Look for the True Freak label"" [his image fades to that of the True Freak label]"
965,6,3,Butters and the Freaks,"[Butters sits atop a True Freak label box and starts off] Look for the True Freak label
[four freaks join in] When you are watching a TV talk show
[a side shot of more freaks streaming their way to the box] Remember somewhere,
[a shot of the audience] our union's growing
[a front shot of the freaks walking in] Our wages going to feed the kids.
[a front shot of more freaks walking in] And run the house-
We work hard, but who's complaining?
[a zoom-out shot as the freaks crowd in around Butters] With TFU we're making our way!
[a pan shot] So always look for the True Freak label,
[a full crowd shot] Because you need us right here in the U.S.A.!
[the Maury Povich logo is restored]"
966,6,3,Maury Povich,"Ah, sorry America, a little glitch there, heh. Anyway-"
967,6,3,"The Freaks, including
Man With No Face
Man With Foot On Head
Disfigured Country Singer
Man With No Limbs
Man With Terrible Skin Condition, their leader
Incredibly Obese Black Man
Dwarves
Elephant Man","They're right. We should have never crossed that picket line. Come on, honey. [takes her hand and leads her out. Other audience members begin to grouse and leave]"
968,6,3,Maury Povich,"[pleading] Wait! Come back, uh-... Maybe we can make the other out-of-control kids take... their clothes off, too!"
969,6,3,Eric Cartman,[hops off his chair and steps forward] Whatevah! I'll crap in Maury's pants! [more audience members leave]
970,6,3,Show Cameraman,"Sir, the ratings have just started to plummet."
971,6,3,Maury Povich,"Ah, those damned freaks! [throws his microphone against the back wall and heads for the exit]"
972,6,3,Maury Povich,I gave you shoes! And groceries! And this is how you repay me?! [the freaks simply look back at him] Very well. Just come upstairs and... we'll negotiate! [goes in and slams the door shut. A few seconds later the freaks cheer their victory]
973,6,3,Man with Foot on Head,We did it! The strike worked!
974,6,3,Man with Terrible Skin Condition,Now we can go on with our careers!
975,6,3,Butters Stotch,"Whoa, thank God that's over. Now I can get back home. [drops his sign and moves off. An angry Cartman catches up to him]"
976,6,3,Eric Cartman,"Butters, you have screwed me out of a prize for the last time! [rips the balls off Butters' chin. The frreaks react immediately and fall silent]"
977,6,3,Butters Stotch,Oh. Double hamburgers.
978,6,3,Man with Foot on Head,Jesus Christ! That out-of-control kid ripped poor Napoleon's balls right off!
979,6,3,Incredibly Obese Black Man,Get him!
980,6,3,Eric Cartman,Aaahh! [three freaks trail behind with a boiling pot of water]
981,6,3,Incredibly Obese Black Man,"Get him! Get him! [the freaks charge at Cartman, who runs off in fear]"
982,6,3,Butters Stotch,Hey. Things actually turned out... okay for me this time. [a taxicab pulls up and screeches to a halt]
983,6,3,Chris,[quickly exits the cab with Linda] Butters!
984,6,3,Butters Stotch,[anticipating] Oh I know.
985,6,4,Ms Choksondik,"Okay children, step off the bus and form a group next to the nice redneck - I mean, rancher."
986,6,4,Rancher Bob Denkins,"Hello, boys and girls. My name is Rancher Bob."
987,6,4,Ms Choksondik,Let's all say hello to Rancher Bob.
988,6,4,Kids,"Hi, Rancher Bob."
989,6,4,Rancher Bob Denkins,I'm pleased to show you all the wonderful world of beef. Follow me.
990,6,4,Kyle Broflovski,[to Stan] City kids get to go to museums for field trips. We get cow farms.
991,6,4,Rancher Bob Denkins,"Now, out here you can see our cattle. This is where the magic begins as the cows eat and sleep and prepare for certain death. [a shot of the cows looking back at the class.]"
992,6,4,Eric Cartman,They look so delicious. [Kyle looks at him]
993,6,4,Rancher Bob Denkins,"[leading the class down a line of cows] Now here we have the slaughterhouse. This is where we turn the cows into steaks and burgers. [a cow moos and a guillotine comes down, chopping its head off.]"
994,6,4,Kids,Eewwww!!
995,6,4,Kyle Broflovski,"Aw, dude. [Two workers come and carry the cow's body away, leaving the head behind. Rancher Bob reaches down for a skinned leg and holds it up]"
996,6,4,Rancher Bob Denkins,"Hey, anybody want a free sample?"
997,6,4,Eric Cartman,[raises his arm up with glee] Memememee!
998,6,4,Rancher Bob Denkins,"[now standing next to a darkened doorway] And in here, boys and girls, we have our... [flips on a switch, illuminating the room beyond.] veal ranch. [the class looks at the baby calves in the room. A closeup changes the music from spritely to somber. A shot of the class, with some kids showing some dread. Bob walks over to a calf and kneels by it] You see, with veal the whole key is keepin' the cows chained so they can't walk around or get any exercise. That way, their muscle tissue stays soft, and makes for tender veal."
999,6,4,Stan Marsh,Wait a minute. Veal is... little baby cows??
1000,6,4,Rancher Bob Denkins,Yeppir.
1001,6,4,Kyle Broflovski,"Then why the hell do they call it ""veal""??"
1002,6,4,Rancher Bob Denkins,"Well, if we called it ""little baby cow"" people might not eat it."
1003,6,4,Stan Marsh,"Yeah, I wouldn't have."
1004,6,4,Butters Stotch,"Huh, me neither."
1005,6,4,Eric Cartman,"Oh, man, look at that one! [moves towards the calves] It looks delicious."
1006,6,4,Kyle Broflovski,What??
1007,6,4,Eric Cartman,"Mm, succulent and juicy. [reaches the calf he was eyeing] Can we have a free sample of these, too?"
1008,6,4,Rancher Bob Denkins,"Well, no, but all these veals are goin' to the slaughterhouse tomorrow mornin'. They'll be steaks by tomorrow afternoon and then you can buy them at your grocery store."
1009,6,4,Eric Cartman,Alriiight!
1010,6,4,Stan Marsh,"Tomorrow morning? [a shot of the calves has Stan, Kyle, and Butters transfixed. The rest of the class leaves] Dude, we gotta help them."
1011,6,4,Kyle Broflovski,Yeah.
1012,6,4,Stan Marsh,"[knocks twice on the wall below the window] Pst, Cartman."
1013,6,4,Eric Cartman,"[responding to a dream] No, Uncle Jesse, no!"
1014,6,4,Stan Marsh,"[knocks twice while saying] Cartman, wake up!"
1015,6,4,Eric Cartman,[wakes up and sees his friends] What? What the hell are you guys doing??
1016,6,4,Kyle Broflovski,"[opening the window] Come on, we've gotta go!"
1017,6,4,Eric Cartman,Where are we going?
1018,6,4,Stan Marsh,"We're gonna go to save the little baby cows, fatass!"
1019,6,4,Eric Cartman,What? Why?
1020,6,4,Kyle Broflovski,"'Cause they're gonna get slaughtered tomorrow, butthole!"
1021,6,4,Eric Cartman,So?
1022,6,4,Stan Marsh,"So we can't let 'em die, douchebag! You're our friend; now come help us!"
1023,6,4,Eric Cartman,"Well, lessee, in the last three point two seconds you've called me ""fatass,"" ""butthole,"" and ""douchebag."" I really don't feel like you guys's friend. [lies back down and closes his eyes]"
1024,6,4,Stan Marsh,"We're sorry, you are our friend. We need you to help us because friends stick together."
1025,6,4,Butters Stotch,"Uh-wait. I thought... yoyou said we needed him because he has the ""Mission Impossible Breaking and Entering playset."""
1026,6,4,Stan Marsh,"[heaves softly] Damnit Butters, will you shut up?!"
1027,6,4,Eric Cartman,[sits up] Oho! So you need me and my Mission Impossible Breaking and Entering playset!
1028,6,4,Stan Marsh,[plainly] Yes we do. We're those little baby cows' only hope. Will you help us?
1029,6,4,Eric Cartman,"Yes. Yes I will. If Kyle will kiss my black ass. [turns his ass to Kyle, lowers his pants and underwear, and waits]"
1030,6,4,Kyle Broflovski,What?!
1031,6,4,Eric Cartman,Just give it a little kiss and I'll help.
1032,6,4,Kyle Broflovski,"Screw you, Cartman!"
1033,6,4,Eric Cartman,"Hokay, but if you want my help you have to give it just a little kiss. [softly] Kiss it."
1034,6,4,Stan Marsh,"Go on, dude it's the only way."
1035,6,4,Kyle Broflovski,No!
1036,6,4,Eric Cartman,Kiss it. Come on. [gruffly] Kiss it.
1037,6,4,Stan Marsh,"Just do it really fast, and we can go."
1038,6,4,Kyle Broflovski,Have Butters kiss it.
1039,6,4,Eric Cartman,"No, it has to be Kyle. [turns away. Kyle resists for a few moments, then slowly moves his face towards Cartman's ass through the window. Kyle finally reaches the ass and Cartman unleashes a juicy fart. Kyle withdraws in fits and starts]"
1040,6,4,Kyle Broflovski,Awww! [wipes off his face and then waves away the smell]
1041,6,4,Eric Cartman,"[laughs uproariously] Oh man, that was soho awesome!"
1042,6,4,Kyle Broflovski,Sick! I felt it on my face!
1043,6,4,Stan Marsh,"Okay, very funny Cartman, now come on!"
1044,6,4,Eric Cartman,"Hell, I'm not goin' with you! [lies back down and closes his eyes again]"
1045,6,4,Kyle Broflovski,Hyaaaa! [lunges at Cartman and starts hitting him]
1046,6,4,Eric Cartman,Heeeey! [rolls off the bed and the wrestling continues]
1047,6,4,Butters Stotch,"Oh I don't know about this, fellas. It says right here on the Mission Impossible Breaking and Entering playset: ""Not for actual breaking and entering. B-breaking and entering is a cr-riime."""
