,season,episode,character,line
74,13,12,All,Yeah!
75,13,12,Lead Biker,Now that was a good breakfast.
76,13,12,Biker 6,I'm full. [the bikers all rev their voices again and stand by their bikes...]
77,13,12,Lead Biker,[sniffs] You guys smell that? Smells like that new famous bowl at KFC
78,13,12,Biker 6,"Ohh, OHHH! Somebody took a shit on mah fuckin' Harley!"
79,13,12,Biker 3,What?
80,13,12,Biker 2,"Awwww, me too! I got shit all over my pants now! [another biker throws up on his Harley]"
81,13,12,Biker 7,There's a little flag stuck in the shit!
82,13,12,Biker 11,"[picks the flag off his Harley and reads it] ""You're fags."" You've gotta be kidding me!"
83,13,12,Lead Biker,"Come on, we'll find the bastards who did this! [the bikers wipe the crap off their bikes, rev their voices and their bikes, hop on, and ride off. They stop at an intersection and look up at a billboard. It's a Harley-Davidson billboard, and on it is spray-painted ""FAGS GET OUT."" They cross the intersection and continue down the road, stopping again when three buildings next to each other have the same message spray-painted on them.]"
84,13,12,Biker 12,This can't be happening. [they continue riding]
85,13,12,Stan Marsh,"Really nice work, guys."
86,13,12,Kyle Broflovski,Yeah. I think maybe everything is gonna be okay now.
87,13,12,Big Gay Al,"And so I said to the guy, ""you really think I'm paying that much?"""
88,13,12,Mr Slave,"Heheh, oh Jesus Christ. [both men stop and gasp at what they see: the same three buildings the bikers just passed, and the message spray-painted on it]"
89,13,12,Big Gay Al,Oh my God. I thought we were past this.
90,13,12,Mayor McDaniels,"Students, I am here because of a very serious matter. This morning it was discovered that in several places all over town, somebody had spray-painted the words, ""Fags get out."" Many witnesses reported seeing children with spray paint. Now, if anybody knows anything about the kids who did this, you must come forward-"
91,13,12,Eric Cartman,That was us!
92,13,12,Mayor McDaniels,...'Scuse me?
93,13,12,Stan Marsh,"Yeah, we did that!"
94,13,12,Kyle Broflovski,Yeah!
95,13,12,Kenny McCormick,Yeah!
96,13,12,Mayor McDaniels,...Why would you write something like that and be proud of it?!
97,13,12,Kyle Broflovski,"W-well, 'cause we want all of those fags to get out of town."
98,13,12,Eric Cartman,"Yeah, everyone hates those fags, right?"
99,13,12,Other Kids,"Yeah, uh huh, I do, yep. [the students begin to murmur]"
100,13,12,Mr Mackey,"Now just what the heck is going on here?! This is not what we have taught you in this school! Kyle and Stan, you've always been tolerant of gay people!"
101,13,12,Stan Marsh,Gay people?
102,13,12,Kyle Broflovski,We aren't talking about gay people.
103,13,12,Mr Mackey,You just admitted to spray-painting that they should get out of town!
104,13,12,Stan Marsh,"Dude, why would we want gay people to get out of town?"
105,13,12,Eric Cartman,"Oh, they think we meant gay fags."
106,13,12,Kyle Broflovski,"Oh. Hey, that's not very nice, Mayor. Just because a person is gay doesn't mean he's a fag."
107,13,12,Mayor McDaniels,"What?! You four boys, in my office, NOW!"
108,13,12,Stan Marsh,Aw crap!
109,13,12,Lead Biker,"Faggot, often shortened to fag, has been used in the English language since the late sixteenth century. Its original meaning was ""an old or unpleasant woman""."
110,13,12,Biker 2,That certainly don't apply to us.
111,13,12,Lead Biker,"Faggot later was defined as a bundle of sticks. And in the nineteenth century, a faggot gatherer was someone who made a meager living gathering firewood."
112,13,12,Biker 6,"Well they certainly ain't calling us fags 'cause we gather sticks; there's got to be more! [begins revving his voice. The other bikers begin revving theirs, and the librarian shushes them. The bikers tone down their revving.]"
113,13,12,Biker 2,What's that part say there?
114,13,12,Lead Biker,"Later, the term ""fag"" was defined as any awkward bundle to be carried, and was often used as an insult to the elderly, as in calling them ""baggage""."
115,13,12,Biker 2,"Fag was used as an insult to women, then poor people, then old people?"
116,13,12,Lead Biker,In the early 1900s the word became a pe-jo-ra-tive term against homosexuals and transgender people in the United States.
117,13,12,Biker 1,"Well that word just keeps changing its meaning. What's it got to do with us? [begins revving his voice. The other bikers begin revving theirs, and the librarian shushes them again. The bikers tone down their revving.]"
118,13,12,Judge 1,We are really trying to understand this. How is it that you boys think referring to gay people as fags in today's world is acceptable?
119,13,12,Kyle Broflovski,[exasperated] Because we're not referring to gay people! You can be gay and not be a fag.
120,13,12,Stan Marsh,"Yeah, a lot of fags aren't gay."
121,13,12,Judge 2,"I happen to be gay, boys. Do you think I'm a fag?"
122,13,12,Stan Marsh,"Do you ride a big loud Harley and go up and down the streets, ruining everyone's nice time?"
123,13,12,Judge 2,No.
124,13,12,Stan Marsh,Then you're not a fag.
125,13,12,Judge 1,So what if a guy is gay and rides a Harley?
126,13,12,Eric Cartman,"Then he's a gay fag. I mean, is this really this hard?"
127,13,12,Stan Marsh,I don't know.
128,13,12,Kenny McCormick,(This is fucking ridiculous.)
129,13,12,Stan Marsh,"All right, look, you're driving in your car, okay? And you're waiting to make a left at a traffic signal. The light turns yellow, should be your turn to go, but the traffic coming at you just keeps coming. And even when the light turns red, a guy in a BMW runs the red light so you can't make your left turn. What goes through your mind?"
130,13,12,Judge 3,"""Fag."""
131,13,12,Stan Marsh,"Right. But you're not thinkin' ""Oh, he's a homosexual,"" you're thinkin' ""Oh, he's an inconsiderate douchebag like a Harley rider."""
132,13,12,Judge 1,"This, this is, making insanely good sense to me."
133,13,12,Judge 4,"Alright, how about this: What would you call a straight man who doesn't own a Harley, but likes them and might buy one someday?"
134,13,12,Eric Cartman,"You call them ""bike-curious""."
135,13,12,Judge 1,"""Bike-cu-"""
136,13,12,Stan Marsh,"""Bike-curious""! Don't you people keep up with today's lingo at all?!"
137,13,12,Kenny McCormick,[puts his head in his hands out of frustration] (Jesus fucking Christ!)
138,13,12,Big Gay Al,"Fellow homosexuals, I believe we have an opportunity here to take a big step forward for our kind. We must acknowledge that the words ""fag"" and ""faggot"" are never going to disappear. They're simply too much fun for everyone to say. But we must realize that we are no longer the most hated people on the planet, and help the children change the meaning of the word to describe those annoying loud faggot Harley riders!"
139,13,12,Mr Slave,[clapping] Hear hear!
140,13,12,Big Gay Al,"We should all be tolerant, but not with these fucking people! They really are faggots!"
141,13,12,Mr Slave,Yeth Jethuth yeth!
142,13,12,Announcer,This is Channel 4 Evening News.
143,13,12,News Anchor,"A new movement in South Park is bringing to question the word ""fag"". Gay groups are pointing out that the word no longer means to kids today what it meant just a few years ago."
144,13,12,Field Reporter,"And what is your name, little boy?"
145,13,12,Martin,Martin.
146,13,12,Field Reporter,"Alright Martin, can you do me a favor? Could you point to the ""fag"" for me? [shows him a poster with two pictures on it - one of a biker, the other of of a man dressed in women's swimwear. The boy is unsure what to do] Point to which one is the fag. [Martin finally steps up and points to the biker. The next clip is of the reporter asking a baby] All right now could you just point to the fag for me, little girl? Which one is a faggot? [holds up another poster with two different pictures on it - one of a biker, another of Liberace. The baby starts to lean to one side, and her mom moves her in that direction until the baby points to the biker.]"
147,13,12,News Anchor,"[shown are the Mayor and her aides, and Big Gay Al and Mr. Slave] Sparked by this realization and persuaded by a gay advocate group, the Mayor signed a new city ordinance today making the word ""fag"" officially refer to annoying inconsiderate Harley riders. [next she's shown in front of City Hall with an aide and the four boys]"
148,13,12,Field Reporter,[interviewing the bikers] How do you fags feel about the new city ordinance?
149,13,12,Lead Biker,What did you say?
150,13,12,Field Reporter,"Just asking you if you feel okay or displeased about the ordinance, fag."
151,13,12,Lead Biker,"Hey you know what? If you call me fag in my face one more time, you'd better-"
152,13,12,Field Reporter,I already did it twice.
153,13,12,Lead Biker,"Well I think that- I think that you uh, you probably won't say it again."
154,13,12,Field Reporter,I bet I do.
155,13,12,Lead Biker,"Well okay, I-"
156,13,12,Field Reporter,"Fag. [the lead biker throws a punch, knocking the reporter down and cutting off the video feed]"
157,13,12,News Anchor,[Randy is shown watering his lawn] As more people in South Park adapt to the new meaning... [the bikers roll down Randy's street. He turns to see them]
158,13,12,Randy Marsh,"Fags! [turns back to water his lawn. The bikers look at him and move on. Next, Father Maxi is shown holding a sign in front of his church: ""GOD HATES FAGS"" as the bikers pass by]"
159,13,12,News Anchor,...more and more Harley riders are deciding to ride elsewhere.
160,13,12,Eric Cartman,"Oh yeah, nice, Kenny. [Kenny gets the ball and throws it to Stan, who dribbles it a bit and gets ready to shoot]"
161,13,12,Stan Marsh,"Isn't this awesome, you guys? I haven't seen a Harley for like three days."
162,13,12,Kyle Broflovski,I know. It's like we have the outdoors back again.
163,13,12,Mayor McDaniels,[runs up to the boys] You four turd balls in my office NOW!
164,13,12,Stan Marsh,Aw crap! [drops the basketball]
165,13,12,Mayor McDaniels,You have got me in a lot of trouble! [turns on the TV]
166,13,12,Another Mayor,"The fact of the matter is that ""fag"" is still defined in the dictionary as a pejorative term against homosexuals, and so you are still causing harm to gay people everywhere whether you mean it differently or not! The town of South Park and its mayor have once again shown themselves to be completely out of touch with the progressive world!"
167,13,12,Mayor McDaniels,She's gaining support all over the country. I should have never listened to you!
168,13,12,Kyle Broflovski,"We're sorry, Mayor."
169,13,12,Mayor McDaniels,"Oh, that's nice! You made our entire town look like gay-bashing redneck homophobes, but at least you're sorry!"
170,13,12,Stan Marsh,We can fix this!
171,13,12,Mayor McDaniels,HOW?!
172,13,12,Stan Marsh,"That, that lady said it's because fag still means homosexual in the dictionary. So we just have to convince the dictionary people to change the definition."
173,13,12,Eric Cartman,"Hey, hey yeah. Then people would be free to call Harley riders fags all over the country."
174,13,12,Lead Biker,"Now I don't know about you, but I think this town is starting a trend. And if we let them officially change the meaning of ""fag"" from gay people to us, then soon every town might. [the bikers rev up their voices and bikes] If we don't do anythng, we can end up trying to fight e- [one biker continues to rev up his voice and bike] If we don't do anything, we c-... Hey Bartlett. Bartlett! [stands in front of him] I'm trying to talk, you fag! [Bartlett is stunned, as are the other bikers] Aw, see? Now they got us doin' it to ourselves! We gotta put a stop to this now! [the bikers rev up their voices and bikes] We're going to ride into that town and kick some fuckin' ass! [the bikers rev up their voices and bikes]"
175,13,12,Field Reporter,"Excitement is in the air as the citizens of South Park amass to see if the word ""fag"" will officially be changed in the English dictionary. Four local boys will state their case to the head dictionary editor, and if they succeed, ""fag"" will officially refer to Harley riders nationwide."
176,13,12,Big Gay Al,"You can do it, boys! We believe in you!"
177,13,12,Field Reporter,"And Tom, it looks as though the dictionary officials have arrived. [three officials walk up the red carpet, one of them holding the dictionary on its own pillow.] Entering the scene now are the keepers of the current dictionary and of course, the dictionary's head editor, Mr. Emmanuel Lewis. [shown in a gown following the three men]"
178,13,12,Eric Cartman,"Emmanuel Lewis, huh?"
179,13,12,Stan Marsh,"Ohh, it all makes sense now. [the four men walk onto the right side of the stage. The crowd cheers and claps]"
180,13,12,Emmanuel Lewis,"To change... [the crowd falls silent] the definition of a word... is no trifling thing. I expect this proposal for changing the definition of the word ""fag"" to be both discerning and undisputable."
181,13,12,Big Gay Al,"Come on boys, you can do it! [motorcycle engines are heard. A horde of bikers roars towards City Hall. Randy gets up and sounds the alarm]"
182,13,12,Randy Marsh,"Look out, it's a bunch of pissed-off faggots! [everyone scatters as the bikers arrive and tear everything up. One of them throws a bottle bomb at a store, breaking a window and setting it on fire. A family nearby escapes injury. Three bikers ram their motorcycles into the stage]"
183,13,12,Stan Marsh,There's fags everywhere!
184,13,12,Kyle Broflovski,"We gotta run! [the boys leave the stage quickly. A biker throws his chain towards the stage, catching Emmanuel Lewis by the right ankle and pulling him off the stage and down the street.]"
185,13,12,Emmanuel Lewis,"WAAAH! What nefariousness is this?! Ogh! You obdurate beast! [as the town falls into chaos, the boys run into an alley, but find that it has a dead end. The bikers gather at the alley's entrance and the lead biker walks up to the boys. The other bikers get off their Harleys and follow]"
186,13,12,Lead Biker,"[stops] Well well. Now, do you think we're fags?"
187,13,12,Stan Marsh,"[backing up as far as he can] Yes. Yes, sir, you are total fags. [the other boys do as well]"
188,13,12,Kyle Broflovski,Yeah. You definitely made your point.
189,13,12,Biker 13,"No! We rolled in, kicked ass, and took shit over! Is that what a fag does?!"
190,13,12,Stan Marsh,"Yeah yeah, that's totally what a fag does."
191,13,12,Lead Biker,"No, you're supposed to think we're not fags now!"
192,13,12,Stan Marsh,But then why are you acting like such fags? I don't understand.
193,13,12,Kyle Broflovski,I don't either.
194,13,12,Butters Stotch,"[voice only] That's because you guys never understood! [walks through the crowd of bikers and past the lead biker] You fellers never got what these people are really about! Freedom! Rebellion against the system! A living image of independence! Solid, defiant, and supremely cool, the biker is an All-American icon of resilient individuality and freedom."
195,13,12,Biker 14,Who is this little fag?
196,13,12,Butters Stotch,"I'm not a fag yet, sirruh but a but I am bike-c-curious."
197,13,12,Biker 15,"That's it, let's kill them all!"
198,13,12,Eric Cartman,No! That'll just make you bigger fags!
199,13,12,Big Gay Al,"[voice only] No one is killing anyone! [a sound of guns being cocked. The bikers turn to see who's at the alley entrance - Big Gay Al and his gay support group. One group member holds a sign - ""GAYS AGAINST FAGS""] We've had enough! You faggots get the hell out of our town!"
200,13,12,Lead Biker,"[seeing no choice but to accept the word] All right everyone, all right. We are fags. Yeah, we're fags. We're total fags. And yo know what? We like it."
201,13,12,Biker 2,"Yeah, we like being fags."
202,13,12,Lead Biker,"So go ahead, America. Whenever you pass by Harley riders like us, roll down your window, and yell ""Faggots!"" All you kids out there, when you see us, walk up to us, and say ""Hello, fags."" No, really, we want you to. At least we're cool enough to embrace who we are. Right guys?"
203,13,12,"A Bunch of Harley Riders, or Bikers","That's right. You got it. Yeah. [more of this, followed by revving voices and motors]"
204,13,12,Biker 6,"Come on, fags, let's roll out! [the bikers ride away. Emmanuel Lewis limps back onto the stage]"
205,13,12,Stan Marsh,"...And that, Mister Editor, is why they are the true definition of fags."
206,13,12,Emmanuel Lewis,"Let there be no perplexity: those individuals are the legitimate faggots. The definition shall be replaced. [everyone in town, even the homosexuals, cheer this change]"
207,13,12,Stan Marsh,We did it! Yeah!
208,13,12,Kyle Broflovski,"Yeah! We did it, you guys! [he and Stan hug]"
209,13,12,Eric Cartman,"Oh it's over, it's finally over! [he and Kenny do a shoulder embrace. Stan walks up to the camera]"
210,13,12,Stan Marsh,"Today, we've made history."
